ID,Node Name,ExternalRef ID,Status
4446853,TechWarriors,sowjanya.kari,Already updated
4446855,agentcrafters,shwetha.shriyan,Already updated
4446887,agentcrafters,shwetha.shriyan,Already updated
4446893,myISP_BPMS,m.ohlan,Already updated
4446890,GEN AI - Solution Super Agent,pandidurai.ks,Already updated
4446865,agentcrafters,shwetha.shriyan,Already updated
4446885,TechCoders,Francis.Deepak,Already updated
4446861,agentcrafters,shwetha.shriyan,Already updated
4446864,Pacemakers,sona.job,Already updated
4446886,TechStars,mohanraj.a.selvaraj,Already updated
4446895,CodeCatalyst,nityanand.giri,Updated
4446897,CrazyCoders,nityanand.giri,Updated
