ID,Node Name,ExternalRef ID,Status
4446853,TechWarriors,sowjanya.kari,Already updated
4446909,Gen AI - Solution Review Agent,n.d.krishnakumar,Already updated
4446923,Pixel Pioneers,pandidurai.ks,Already updated
4446926,QDI - Opportunity Metrics,n.d.krishnakumar,Already updated
4446907,TechStars,mohanraj.a.selvaraj,Already updated
4446914,TechAvengers,mervinkumar.manickam,Already updated
4446915,Solution to Contract,n.d.krishnakumar,Already updated
4446918,agentcrafters,shwetha.shriyan,Already updated
4446920,agentcrafters,shwetha.shriyan,Already updated
4444409,agentcrafters,shwetha.shriyan,Already updated
4446910,TechCoders,Francis.Deepak,Already updated
4446893,myISP_BPMS,m.ohlan,Already updated
4446898,TechCoders,Francis.Deepak,Already updated
4446855,agentcrafters,shwetha.shriyan,Already updated
4446887,agentcrafters,shwetha.shriyan,Already updated
4446890,GEN AI - Solution Super Agent,pandidurai.ks,Already updated
4446865,agentcrafters,shwetha.shriyan,Already updated
4446861,agentcrafters,shwetha.shriyan,Already updated
4446903,TechAvengers,mervinkumar.manickam,Already updated
4446906,agentcrafters,shwetha.shriyan,Already updated
4446895,TechWarriors,sowjanya.kari,Already updated
4446897,CrazyCoders,nityanand.giri,Already updated
4446912,agentcrafters,shwetha.shriyan,Already updated
4446921,agentcrafters,shwetha.shriyan,Already updated
4446927,GENAI-CDAT,n.d.krishnakumar,Already updated
4446908,Gen AI - Solution Review Agent,n.d.krishnakumar,Already updated
4446922,agentcrafters,shwetha.shriyan,Already updated
4446864,Pacemakers,sona.job,Already updated
4446886,TechStars,mohanraj.a.selvaraj,Already updated
4446913,Spartans,nityanand.giri,Updated
