ID,Node Name,ExternalRef ID,Status
4435622,SolutionDataLake,vishal.v.nadpurohit,Already updated
4446233,SolutionDataLake,vishal.v.nadpurohit,Already updated
4448165,SolutionDataLake,vishal.v.nadpurohit,Already updated
4461651,MYISP_Revamp_UI,vikrant.r.mohite,Already updated
4395116,myISP_IMS,supriya.a.dhingra,Already updated
4363137,GoRetro,sowjanya.kari,Already updated
4459460,TechWarriors,sowjanya.kari,Already updated
4450094,TechWarriors,sowjanya.kari,Already updated
4448945,CodeCrafters,sona.job,Already updated
4446918,CodeCrafters,sona.job,Already updated
4386496,Pacemakers,sona.job,Already updated
4446864,Pacemakers,sona.job,Already updated
4439981,agentcrafters,shwetha.shriyan,Already updated
4440949,agentcrafters,shwetha.shriyan,Already updated
4443599,agentcrafters,shwetha.shriyan,Already updated
4443654,agentcrafters,shwetha.shriyan,Already updated
4341461,agentcrafters,shwetha.shriyan,Already updated
4357251,agentcrafters,shwetha.shriyan,Already updated
4425443,agentcrafters,shwetha.shriyan,Already updated
4425603,agentcrafters,shwetha.shriyan,Already updated
4432440,agentcrafters,shwetha.shriyan,Already updated
4446921,agentcrafters,shwetha.shriyan,Already updated
4446922,agentcrafters,shwetha.shriyan,Already updated
4446940,agentcrafters,shwetha.shriyan,Already updated
4446962,agentcrafters,shwetha.shriyan,Already updated
4446964,agentcrafters,shwetha.shriyan,Already updated
4446315,agentcrafters,shwetha.shriyan,Already updated
4445150,agentcrafters,shwetha.shriyan,Already updated
4443706,agentcrafters,shwetha.shriyan,Already updated
4444090,agentcrafters,shwetha.shriyan,Already updated
4444295,agentcrafters,shwetha.shriyan,Already updated
4446861,agentcrafters,shwetha.shriyan,Already updated
4458054,GEN AI - Solution Super Agent,pandidurai.ks,Already updated
4398595,Ninjawarriors,pandidurai.ks,Already updated
4421616,AAME - S2C,N/A,No mapping found
4439689,GEN AI - Solution Super Agent,pandidurai.ks,Already updated
4462426,Ninjawarriors,pandidurai.ks,Already updated
4462456,Ninjawarriors,pandidurai.ks,Already updated
4462480,Ninjawarriors,pandidurai.ks,Already updated
4446913,Spartans,nityanand.giri,Already updated
4386505,TitansPlus,nityanand.giri,Already updated
4439699,Spartans,nityanand.giri,Already updated
4443608,Spartans,nityanand.giri,Already updated
4361271,TechSavers,nityanand.giri,Already updated
4372568,Everest,nityanand.giri,Already updated
4316849,Everest,nityanand.giri,Already updated
4461668,TitansPlus,nityanand.giri,Already updated
4451439,CodeCatalyst,nityanand.giri,Already updated
4451497,CodeCatalyst,nityanand.giri,Already updated
4451598,TitansPlus,nityanand.giri,Already updated
4444999,Spartans,nityanand.giri,Already updated
4446378,Solution to Contract,n.d.krishnakumar,Already updated
4447582,Gen AI - Solution Review Agent,n.d.krishnakumar,Already updated
4446933,Gen AI - Solution Review Agent,n.d.krishnakumar,Already updated
4446909,Gen AI - Solution Review Agent,n.d.krishnakumar,Already updated
4462269,QDI - Opportunity Metrics,n.d.krishnakumar,Already updated
4462273,QDI - Opportunity Metrics,n.d.krishnakumar,Already updated
4462320,Solution to Contract,n.d.krishnakumar,Already updated
4458124,Gen AI - Solution Review Agent,n.d.krishnakumar,Already updated
4150441,GENAI-CDAT,n.d.krishnakumar,Already updated
4423729,Code Mavin,n.d.krishnakumar,Already updated
4439589,Solution to Contract,n.d.krishnakumar,Already updated
4436848,Solution to Contract,n.d.krishnakumar,Already updated
4446929,Code Mavin,n.d.krishnakumar,Already updated
4438224,TechStars,mohanraj.a.selvaraj,Already updated
4441769,TechStars,mohanraj.a.selvaraj,Already updated
4443431,TechStars,mohanraj.a.selvaraj,Already updated
4460384,TechStars,mohanraj.a.selvaraj,Already updated
4460533,TechStars,mohanraj.a.selvaraj,Already updated
4445840,TechStars,mohanraj.a.selvaraj,Already updated
4438649,DevStormers,mervinkumar.manickam,Already updated
4435161,DevStormers,mervinkumar.manickam,Already updated
4165954,DevStormers,mervinkumar.manickam,Already updated
4186269,DevStormers,mervinkumar.manickam,Already updated
4459992,TechAvatar,mervinkumar.manickam,Already updated
4446954,Simba,m.ohlan,Already updated
4451601,Simba,m.ohlan,Already updated
4462087,Insurgents,K.devaraj,Already updated
4334834,CreativeCoders,K.devaraj,Already updated
4439855,CreativeCoders,K.devaraj,Already updated
4443444,TechCoders,Francis.Deepak,Already updated
4443663,TechCoders,Francis.Deepak,Already updated
4432036,TechCoders,Francis.Deepak,Already updated
4459288,TechCoders,Francis.Deepak,Already updated
4462720,NGTransformers,sowjanya.kari,Updated
4462606,TechStars,mohanraj.a.selvaraj,Updated
4462490,Code Mavin,n.d.krishnakumar,Updated
4462702,BPMSBloggers,sona.job,Updated
